key,label,shot,clean_accuracy,clean_accuracy_stderr,deranged_accuracy,deranged_accuracy_stderr,accuracy_gap,clean_edit_distance,clean_edit_distance_stderr,deranged_edit_distance,deranged_edit_distance_stderr,edit_distance_gap,clean_file,deranged_file,clean_sha256,deranged_sha256
timesfm,TimesFM 2.5 200M,32,0.29875,0.026044772542060658,0.13125,0.02418983998677665,0.1675,1.76875,0.11606140344096683,2.78375,0.11505728426143284,1.015,data/principal_results/timesfm/clean/timesfm2_5_fp32_sine_lobe_2bit_iozero_ic32.json,data/principal_results/timesfm/deranged/timesfm2_5_fp32_sine_lobe_2bit_iozero_deranged_ic32.json,d7749ae489b43e016cc6befcfbc81c710f4c47584b30f22cb12a383974f16b58,c98c9863dec82f52480fe1075388eb9427e1f3d5942ede2a1d29582d7e3722d8
timesfm,TimesFM 2.5 200M,48,0.32,0.027485074002616273,0.14375,0.024642327775228907,0.17625000000000002,1.77,0.1350004676385466,2.795,0.12520841211614525,1.025,data/principal_results/timesfm/clean/timesfm2_5_fp32_sine_lobe_2bit_iozero_ic48.json,data/principal_results/timesfm/deranged/timesfm2_5_fp32_sine_lobe_2bit_iozero_deranged_ic48.json,96898d23fd45fb18f03c4f8e36cf4cce2baf3e648dfff0057a3d15b62f8f81cc,5f78413347ad9299b4513d0b979d408c8f6c9e11803afe8df48db9e0a88e63c1
progen2,ProGen2 base,1,0.11875,0.017888455591088447,0.11875,0.017888455591088447,0.0,3.085,0.0928280423931554,3.085,0.0928280423931554,0.0,data/principal_results/progen2/clean/ProGen2-base-bf16_ic1.json,data/principal_results/progen2/deranged/ProGen2-base-bf16_ic1.json,be896b26be0d4b2ae89a9e0fa2f1369041b4620cbcf012381f621f02af4bf8fd,d6d73fb8d4c62836991f37a92028047194f0f21233e1ab94d697b7eba00e24a3
progen2,ProGen2 base,2,0.1475,0.021125227869191198,0.1525,0.024398056306090276,-0.0050000000000000044,2.84625,0.10224523339757825,2.94125,0.09452257426379448,0.0950000000000002,data/principal_results/progen2/clean/ProGen2-base-bf16_ic2.json,data/principal_results/progen2/deranged/ProGen2-base-bf16_ic2.json,f706a13c573774edcffd9b102f1ae7ed66b2d5d60e9aed1d7ec171660824cc12,02797b34c654f477d551cf5d5b4b529ec5180f64017466ae719444762dc46eea
progen2,ProGen2 base,4,0.1675,0.022698340169815204,0.13625,0.023171448710720167,0.03125,2.60375,0.09613843067959531,3.065,0.1272211746240667,0.46125000000000016,data/principal_results/progen2/clean/ProGen2-base-bf16_ic4.json,data/principal_results/progen2/deranged/ProGen2-base-bf16_ic4.json,8c3d0ae4cde1205a5fe0ba28da31a729f13513c07eb6c088eabfbf0883073ed7,e1d8568a571a5cf99e0cf249e00a794a60a3024361876ce5d85f0580cc7eaaff
progen2,ProGen2 base,8,0.2025,0.026458706153422003,0.13875,0.023361387355889614,0.06375,2.43625,0.11307366364052643,2.95375,0.11835433819124193,0.5175000000000001,data/principal_results/progen2/clean/ProGen2-base-bf16_ic8.json,data/principal_results/progen2/deranged/ProGen2-base-bf16_ic8.json,216cf8ad312a201cf1a5f2eb97622025297bbd2844728635f919f7de4dc3360f,9046910230a766f958d9c17e271e2c3487ac916f4ef96cca35bbf478f4be187c
progen2,ProGen2 base,16,0.22625,0.028242669112282192,0.155,0.025196199809663457,0.07125000000000001,2.23125,0.12033432751624899,2.895,0.1334010244838222,0.6637499999999998,data/principal_results/progen2/clean/ProGen2-base-bf16_ic16.json,data/principal_results/progen2/deranged/ProGen2-base-bf16_ic16.json,16e003890de9496bd1a2d4cbbaf084ac0487049aaf9f5e54154f7503a6b72cd5,30f8d8e39ef7ef73563c52614d9289a053b9a4a3cd355427f96f630d7051b688
progen2,ProGen2 base,32,0.26375,0.030040744637639033,0.1475,0.025708397794722976,0.11624999999999999,1.99875,0.11664630504134274,2.9275,0.12952881782238518,0.9287500000000002,data/principal_results/progen2/clean/ProGen2-base-bf16_ic32.json,data/principal_results/progen2/deranged/ProGen2-base-bf16_ic32.json,74f2c5c47318b11adef4fb34f290caa3caf4ad6665c1260e34a2b2df36447c04,8d1570a330459665cd738f242f479b605d9929854a8f71a5b780b9267c62c05e
progen2,ProGen2 base,48,0.2875,0.029649680189734517,0.15125,0.025018616805664674,0.13624999999999998,2.00125,0.1273453582890942,2.89,0.12852700852035698,0.8887499999999999,data/principal_results/progen2/clean/ProGen2-base-bf16_ic48.json,data/principal_results/progen2/deranged/ProGen2-base-bf16_ic48.json,2071f0033eee00e42b470690ce264596119da5fa5737f2b9a376d9691f08c66b,1e8aef9a3e54491c9d429065c4e3cf31b0c79acb52be0cc3f9800422a52868a2
chessgpt,ChessGPT 50M,1,0.0875,0.013354623154397116,0.0875,0.013354623154397116,0.0,1.80625,0.051011702707626935,1.80625,0.051011702707626935,0.0,data/principal_results/chessgpt/clean/Chess-50M-bf16_signal2-wipe_bit4_ic1.json,data/principal_results/chessgpt/deranged/Chess-50M-bf16_signal2-wipe_bit4_deranged_ic1.json,504b38fe6116c74c4fd531b16760a24f30e56dce50b09daf68545fe8866a674f,325d1299a121b1dc8cbc7dc5b37b07f11dac471fd5170b4613624a0ee98ae9c2
chessgpt,ChessGPT 50M,2,0.0925,0.013486338017835425,0.09125,0.012544743154328861,0.0012500000000000011,1.71,0.04663148024130211,1.76,0.04682737479619192,0.050000000000000044,data/principal_results/chessgpt/clean/Chess-50M-bf16_signal2-wipe_bit4_ic2.json,data/principal_results/chessgpt/deranged/Chess-50M-bf16_signal2-wipe_bit4_deranged_ic2.json,a18d7c16e4b10c66d5eb472b7ef2dbe29b596c2234de59a436161c2d6d38a92f,fa0ab6f3562d8477332cc4abb96b8619b665fba521da490a1db4cde394abb97c
chessgpt,ChessGPT 50M,4,0.115,0.014936735272677915,0.1175,0.01516117116555021,-0.0024999999999999883,1.675,0.0505961930136522,1.7375,0.052898917328669914,0.0625,data/principal_results/chessgpt/clean/Chess-50M-bf16_signal2-wipe_bit4_ic4.json,data/principal_results/chessgpt/deranged/Chess-50M-bf16_signal2-wipe_bit4_deranged_ic4.json,7ce6c2da4f1eb75c4b221a543286b3c8c90d891903579c91fcaf1ccdb2d80245,4cd5d0c6c22fc4af39f2088dda041191c042c0fbfab934e4684d241347527246
chessgpt,ChessGPT 50M,8,0.17875,0.021115886953149324,0.17625,0.018300159379998123,0.0025000000000000022,1.62,0.06405687182717268,1.65625,0.06214228439718812,0.03624999999999989,data/principal_results/chessgpt/clean/Chess-50M-bf16_signal2-wipe_bit4_ic8.json,data/principal_results/chessgpt/deranged/Chess-50M-bf16_signal2-wipe_bit4_deranged_ic8.json,ebb883d286c6df178a425254a11a66ffae1044be02a0eeb1993b4b996a59fe30,1b37fa740d49d4182b9d82ae87691ce87dacc04597997deb25fb9b84b6a58a70
musicroll,MusicRoll 50M,2,0.1725,0.02699022456783608,0.18,0.026904714017503262,-0.007500000000000007,2.83,0.11940138993827468,2.79375,0.10248452396101156,-0.03624999999999989,data/principal_results/musicroll/clean/musicroll-50m_music_slice-pitch_constrained_clean_ic2.json,data/principal_results/musicroll/deranged/musicroll-50m_music_slice-pitch_constrained_deranged_ic2.json,53dba8fbae658ec76eee63444d5d445a389f79e558595aaa88803a1a21478e9b,c754b50e75ed686884965bd27661309c07c492f24424b462cf4c9170e0a20269
musicroll,MusicRoll 50M,4,0.16875,0.02595249885790763,0.16,0.026357104729028368,0.008750000000000008,2.8475,0.12344461605239505,2.88125,0.1230834769495069,0.03374999999999995,data/principal_results/musicroll/clean/musicroll-50m_music_slice-pitch_constrained_clean_ic4.json,data/principal_results/musicroll/deranged/musicroll-50m_music_slice-pitch_constrained_deranged_ic4.json,b5e653f77def4c6c4967e1b3d400439b579006325b0c0abcb4f9690d69475a1a,a6d73387aaedef1ac19e52b8fd976bf575b1271cb4b319992e33cfd5401244b5
musicroll,MusicRoll 50M,8,0.1725,0.024859453418014328,0.18875,0.027032002638847658,-0.016250000000000014,2.89,0.1211435412052891,2.715,0.11664068974869149,-0.17500000000000027,data/principal_results/musicroll/clean/musicroll-50m_music_slice-pitch_constrained_clean_ic8.json,data/principal_results/musicroll/deranged/musicroll-50m_music_slice-pitch_constrained_deranged_ic8.json,dd485344eec2e0f5c9b47c10c91121228b9447fa9e02622aacc18bc9bce040d4,522b7a3b0dc1901c5e40a5847c328cc338b97d50cd25494b6bff7b26275553b5
musicroll,MusicRoll 50M,16,0.16375,0.025727728919466158,0.1625,0.027206886011902326,0.0012500000000000011,2.8025,0.10726718976462468,2.90625,0.1252695956364077,0.10374999999999979,data/principal_results/musicroll/clean/musicroll-50m_music_slice-pitch_constrained_clean_ic16.json,data/principal_results/musicroll/deranged/musicroll-50m_music_slice-pitch_constrained_deranged_ic16.json,40c4af0e9411dec5df2379451e496882fa629c9c420124ef23769e0a26f7d1e3,f001edead463527f454d649ad760469ed2339ff86fc125503eedf0d39664b2fa
musicroll,MusicRoll 50M,32,0.14875,0.02472672612475183,0.155,0.025630927498716167,-0.0062500000000000056,2.93625,0.1279512094313668,2.875,0.1241002974951464,-0.061249999999999805,data/principal_results/musicroll/clean/musicroll-50m_music_slice-pitch_constrained_clean_ic32.json,data/principal_results/musicroll/deranged/musicroll-50m_music_slice-pitch_constrained_deranged_ic32.json,e1d16c1a0a5f379241303b44e3b0afc9a236d7390f83377453b66fa6d305f3f6,23f472004e73171f7dccbe57ea2eec4ae2f81c97a91cd4200ffcdd684d968323
